airline,origin,destination,distance_km,month,day_of_week,dep_hour,weather_score,is_holiday_season,delayed,delay_minutes,passengers_booked,seat_capacity,demand_ratio,price_aed
Emirates,DXB,SIN,5900,11,Tue,1,8.96,False,0,0,186,350,0.532,2539.53
Etihad,DXB,LHR,5500,6,Thu,1,2.27,True,0,0,341,350,0.975,3412.23
Qatar Airways,DXB,BOM,1900,3,Wed,23,5.77,False,0,0,165,350,0.471,1870.56
Qatar Airways,DXB,CDG,5200,3,Sat,23,6.83,False,0,0,263,350,0.754,2897.98
British Airways,DXB,FRA,4800,12,Sat,5,3.6,True,0,0,332,350,0.951,3228.35
British Airways,DXB,NRT,7900,8,Sun,7,7.7,False,0,0,186,350,0.533,2823.91
Qatar Airways,DXB,SIN,5900,8,Mon,19,4.6,False,0,0,177,350,0.507,2486.11
Emirates,DXB,CDG,5200,3,Tue,3,5.95,False,0,0,157,350,0.449,2268.58
Qatar Airways,DXB,BOM,1900,12,Sun,9,6.45,True,0,0,350,350,1.0,2752.2
Turkish Airlines,DXB,CDG,5200,7,Sat,6,5.13,True,0,0,350,350,1.0,3405.6
Qatar Airways,DXB,CDG,5200,7,Fri,6,4.79,True,0,0,350,350,1.0,3405.6
Etihad,DXB,CDG,5200,12,Mon,3,3.22,True,0,0,214,350,0.613,2607.78
Etihad,DXB,BKK,4900,9,Tue,9,2.81,False,0,0,228,350,0.652,2639.57
Singapore Airlines,DXB,CDG,5200,1,Sat,14,5.74,True,0,0,350,350,1.0,3405.6
Emirates,DXB,SYD,12000,9,Tue,0,3.33,False,0,0,206,350,0.589,3568.52
British Airways,DXB,NRT,7900,9,Fri,10,2.56,False,0,0,248,350,0.711,3249.29
British Airways,DXB,FRA,4800,11,Tue,20,7.42,False,0,0,271,350,0.777,2877.1
Emirates,DXB,LHR,5500,11,Fri,8,3.84,False,1,35,318,350,0.91,3276.84
Emirates,DXB,SYD,12000,3,Thu,5,8.57,False,0,0,187,350,0.536,3416.89
British Airways,DXB,SIN,5900,7,Thu,18,3.22,True,0,0,296,350,0.847,3215.94
British Airways,DXB,SIN,5900,8,Wed,10,6.89,False,1,57,195,350,0.558,2594.29
British Airways,DXB,SYD,12000,2,Mon,10,6.49,False,0,0,221,350,0.631,3690.68
Emirates,DXB,NRT,7900,1,Thu,23,2.35,True,0,0,293,350,0.84,3557.81
Emirates,DXB,NRT,7900,1,Sun,5,5.33,True,1,46,303,350,0.867,3622.89
Etihad,DXB,SYD,12000,4,Wed,11,5.92,False,0,0,188,350,0.538,3421.25
Etihad,DXB,FRA,4800,12,Fri,19,5.0,True,0,0,303,350,0.866,3056.59
Emirates,DXB,BKK,4900,5,Thu,7,2.16,False,0,0,226,350,0.648,2632.87
Turkish Airlines,DXB,SYD,12000,12,Wed,21,2.15,True,0,0,274,350,0.784,4130.02
Etihad,DXB,BKK,4900,10,Mon,9,9.27,False,0,0,236,350,0.675,2686.59
Etihad,DXB,LHR,5500,4,Thu,22,4.52,False,0,0,224,350,0.642,2714.16
Etihad,DXB,LHR,5500,1,Thu,1,7.78,True,0,0,350,350,1.0,3465.0
Singapore Airlines,DXB,BOM,1900,5,Wed,5,3.77,False,1,204,194,350,0.557,2012.5
Qatar Airways,DXB,JNB,6400,6,Thu,15,5.19,True,0,0,350,350,1.0,3643.2
Emirates,DXB,LHR,5500,5,Fri,11,6.45,False,0,0,314,350,0.897,3249.21
Singapore Airlines,DXB,SYD,12000,1,Mon,7,5.93,True,0,0,287,350,0.822,4239.39
British Airways,DXB,JFK,11000,6,Fri,15,7.94,True,0,0,240,350,0.688,3692.64
Emirates,DXB,SYD,12000,11,Mon,15,6.05,False,1,120,275,350,0.788,4140.5
Singapore Airlines,DXB,BOM,1900,3,Mon,12,7.73,False,0,0,180,350,0.517,1946.05
Singapore Airlines,DXB,BKK,4900,10,Sun,18,6.23,False,0,0,274,350,0.784,2907.24
Qatar Airways,DXB,SYD,12000,1,Tue,18,4.61,True,0,0,291,350,0.833,4272.19
Qatar Airways,DXB,NRT,7900,2,Fri,16,4.47,False,0,0,217,350,0.62,3032.86
Emirates,DXB,JFK,11000,4,Thu,5,5.09,False,0,0,271,350,0.775,3932.57
Qatar Airways,DXB,JFK,11000,11,Fri,6,7.95,False,1,36,206,350,0.59,3421.56
Emirates,DXB,CDG,5200,1,Sun,13,3.9,True,0,0,278,350,0.797,2986.29
British Airways,DXB,NRT,7900,6,Thu,23,5.76,True,0,0,269,350,0.769,3389.34
Qatar Airways,DXB,BOM,1900,7,Sat,20,5.54,True,0,0,345,350,0.988,2732.73
Emirates,DXB,SYD,12000,12,Tue,3,5.5,True,0,0,243,350,0.696,3877.06
Etihad,DXB,BOM,1900,2,Sun,17,4.14,False,0,0,269,350,0.771,2370.67
Emirates,DXB,FRA,4800,11,Sun,16,6.53,False,0,0,235,350,0.672,2665.92
Emirates,DXB,JFK,11000,10,Tue,7,4.64,False,1,69,237,350,0.679,3668.87
Turkish Airlines,DXB,BOM,1900,8,Sun,3,3.06,False,0,0,269,350,0.769,2366.33
Emirates,DXB,BOM,1900,5,Fri,5,7.96,False,0,0,176,350,0.503,1923.92
Etihad,DXB,SIN,5900,11,Mon,4,9.41,False,0,0,226,350,0.646,2784.82
Qatar Airways,DXB,NRT,7900,8,Wed,0,3.48,False,0,0,255,350,0.73,3294.29
Qatar Airways,DXB,JFK,11000,7,Thu,13,4.71,True,0,0,277,350,0.794,3986.2
Qatar Airways,DXB,SYD,12000,1,Tue,6,5.04,True,1,29,288,350,0.824,4246.04
British Airways,DXB,BOM,1900,2,Mon,19,3.42,False,1,25,196,350,0.561,2019.69
Emirates,DXB,JNB,6400,5,Thu,7,6.9,False,0,0,197,350,0.564,2679.48
Singapore Airlines,DXB,SYD,12000,3,Sat,16,8.14,False,0,0,198,350,0.568,3508.19
Emirates,DXB,LHR,5500,1,Mon,17,6.16,True,0,0,280,350,0.801,3047.94
Qatar Airways,DXB,LHR,5500,11,Tue,0,8.17,False,0,0,219,350,0.626,2679.01
Emirates,DXB,LHR,5500,3,Thu,13,7.25,False,1,64,220,350,0.629,2686.42
Emirates,DXB,JNB,6400,4,Tue,4,7.25,False,0,0,181,350,0.519,2580.56
Turkish Airlines,DXB,CDG,5200,9,Sun,18,6.76,False,0,0,201,350,0.575,2529.18
Qatar Airways,DXB,CDG,5200,8,Wed,11,6.21,False,0,0,259,350,0.742,2872.1
Emirates,DXB,NRT,7900,6,Tue,1,6.23,True,0,0,255,350,0.729,3294.01
Emirates,DXB,SYD,12000,2,Wed,18,8.09,False,0,0,237,350,0.679,3828.78
Singapore Airlines,DXB,FRA,4800,2,Tue,14,4.74,False,0,0,326,350,0.934,3193.24
British Airways,DXB,JFK,11000,12,Sun,11,5.03,True,0,0,328,350,0.94,4387.26
Turkish Airlines,DXB,LHR,5500,9,Mon,14,6.87,False,0,0,182,350,0.521,2459.73
Qatar Airways,DXB,NRT,7900,7,Thu,20,6.2,True,0,0,261,350,0.748,3339.4
British Airways,DXB,JNB,6400,3,Thu,20,7.66,False,0,0,259,350,0.74,3069.21
Turkish Airlines,DXB,CDG,5200,9,Mon,8,2.31,False,1,75,221,350,0.631,2645.0
Qatar Airways,DXB,BKK,4900,2,Fri,8,5.64,False,0,0,242,350,0.693,2724.17
Etihad,DXB,SYD,12000,8,Tue,9,6.68,False,0,0,170,350,0.488,3277.42
Emirates,DXB,SYD,12000,2,Tue,7,4.34,False,0,0,196,350,0.562,3491.83
Singapore Airlines,DXB,CDG,5200,5,Fri,17,4.6,False,0,0,191,350,0.548,2472.8
British Airways,DXB,BKK,4900,11,Sat,4,7.9,False,1,108,291,350,0.832,3005.85
Emirates,DXB,SYD,12000,8,Tue,3,5.77,False,0,0,192,350,0.55,3455.55
Emirates,DXB,SYD,12000,5,Sat,11,3.67,False,0,0,254,350,0.728,3967.42
Emirates,DXB,NRT,7900,5,Sun,1,5.71,False,0,0,239,350,0.684,3184.45
Emirates,DXB,LHR,5500,4,Sun,10,7.56,False,0,0,268,350,0.768,2978.28
Emirates,DXB,CDG,5200,5,Fri,2,7.36,False,0,0,283,350,0.811,3016.33
Emirates,DXB,BOM,1900,6,Tue,9,5.5,True,1,33,291,350,0.832,2472.77
Etihad,DXB,LHR,5500,9,Thu,6,4.96,False,1,64,185,350,0.53,2478.89
Qatar Airways,DXB,NRT,7900,7,Fri,15,4.81,True,0,0,307,350,0.879,3650.74
Emirates,DXB,BKK,4900,11,Sun,22,4.99,False,0,0,263,350,0.753,2845.82
Qatar Airways,DXB,CDG,5200,11,Sat,5,7.68,False,0,0,273,350,0.781,2953.05
British Airways,DXB,SYD,12000,3,Sun,21,5.45,False,1,83,205,350,0.587,3562.79
British Airways,DXB,SYD,12000,12,Sat,16,4.55,True,0,0,297,350,0.849,4316.55
Singapore Airlines,DXB,NRT,7900,7,Sat,19,7.13,True,1,99,350,350,1.0,3940.2
Emirates,DXB,BKK,4900,8,Sun,3,6.54,False,0,0,267,350,0.764,2867.46
Emirates,DXB,BKK,4900,5,Mon,7,5.31,False,0,0,285,350,0.816,2973.56
Turkish Airlines,DXB,SYD,12000,5,Fri,12,2.17,False,1,16,303,350,0.866,4365.79
Turkish Airlines,DXB,CDG,5200,10,Thu,23,6.68,False,0,0,285,350,0.816,3026.56
Emirates,DXB,CDG,5200,9,Wed,22,4.73,False,0,0,183,350,0.524,2423.84
Singapore Airlines,DXB,NRT,7900,12,Sat,8,5.52,True,0,0,326,350,0.932,3776.92
British Airways,DXB,BKK,4900,4,Thu,12,6.27,False,0,0,200,350,0.573,2480.55
Emirates,DXB,NRT,7900,9,Mon,10,5.64,False,0,0,217,350,0.622,3036.75
Emirates,DXB,FRA,4800,5,Wed,1,6.5,False,0,0,243,350,0.694,2710.32
British Airways,DXB,BOM,1900,12,Wed,22,4.75,True,0,0,350,350,1.0,2752.2
Emirates,DXB,CDG,5200,11,Tue,19,6.14,False,0,0,191,350,0.547,2471.27
Singapore Airlines,DXB,JFK,11000,12,Tue,20,5.56,True,0,0,332,350,0.951,4419.65
Etihad,DXB,NRT,7900,6,Wed,11,4.74,True,1,30,308,350,0.881,3655.18
Emirates,DXB,JFK,11000,10,Tue,1,7.28,False,0,0,257,350,0.737,3828.12
Turkish Airlines,DXB,CDG,5200,9,Wed,18,4.65,False,0,0,247,350,0.706,2799.18
Etihad,DXB,NRT,7900,2,Mon,3,7.77,False,1,106,186,350,0.532,2823.68
Qatar Airways,DXB,SIN,5900,2,Fri,21,6.86,False,0,0,193,350,0.552,2580.88
Singapore Airlines,DXB,LHR,5500,8,Mon,6,3.84,False,0,0,183,350,0.526,2468.98
British Airways,DXB,CDG,5200,4,Tue,15,10.0,False,0,0,253,350,0.724,2836.01
Etihad,DXB,NRT,7900,10,Sun,10,7.7,False,0,0,235,350,0.674,3162.19
Emirates,DXB,BOM,1900,6,Wed,0,5.15,True,0,0,302,350,0.864,2525.3
Qatar Airways,DXB,NRT,7900,11,Thu,2,8.73,False,1,39,215,350,0.616,3022.2
Singapore Airlines,DXB,SIN,5900,11,Sun,8,8.32,False,0,0,300,350,0.859,3240.43
Singapore Airlines,DXB,JFK,11000,4,Tue,5,7.7,False,0,0,280,350,0.803,4009.03
British Airways,DXB,CDG,5200,12,Sat,21,4.74,True,0,0,350,350,1.0,3405.6
Emirates,DXB,CDG,5200,12,Fri,11,6.01,True,1,16,350,350,1.0,3405.6
Emirates,DXB,JNB,6400,11,Fri,15,5.53,False,0,0,220,350,0.63,2826.14
British Airways,DXB,BOM,1900,6,Tue,6,4.21,True,0,0,293,350,0.84,2484.76
Emirates,DXB,SIN,5900,11,Tue,15,7.92,False,0,0,269,350,0.77,3050.67
Emirates,DXB,LHR,5500,6,Fri,0,5.25,True,1,19,288,350,0.823,3093.74
Emirates,DXB,SYD,12000,9,Tue,6,5.14,False,0,0,214,350,0.614,3640.83
Etihad,DXB,LHR,5500,9,Mon,5,4.67,False,0,0,190,350,0.545,2510.23
Singapore Airlines,DXB,CDG,5200,4,Sat,3,7.56,False,0,0,232,350,0.664,2711.83
Emirates,DXB,FRA,4800,5,Mon,12,5.83,False,0,0,223,350,0.638,2595.61
Emirates,DXB,LHR,5500,1,Mon,6,3.79,True,0,0,252,350,0.722,2881.34
Etihad,DXB,JFK,11000,2,Sun,17,7.5,False,0,0,226,350,0.647,3579.21
Emirates,DXB,BKK,4900,9,Sun,5,4.36,False,0,0,237,350,0.679,2695.5
Emirates,DXB,JFK,11000,3,Thu,12,4.33,False,0,0,211,350,0.605,3464.29
Qatar Airways,DXB,BKK,4900,1,Thu,19,3.32,True,1,90,260,350,0.745,2829.14
Emirates,DXB,BKK,4900,2,Fri,19,7.46,False,0,0,203,350,0.581,2496.96
Etihad,DXB,BKK,4900,5,Wed,10,7.42,False,0,0,177,350,0.508,2349.42
Qatar Airways,DXB,JFK,11000,9,Mon,2,1.61,False,1,45,258,350,0.738,3829.68
Turkish Airlines,DXB,LHR,5500,3,Thu,14,5.24,False,0,0,208,350,0.597,2618.93
Emirates,DXB,LHR,5500,7,Mon,15,4.4,True,1,44,310,350,0.888,3229.07
Emirates,DXB,SIN,5900,2,Wed,17,6.31,False,1,115,237,350,0.678,2852.37
Etihad,DXB,SYD,12000,2,Thu,16,7.88,False,0,0,270,350,0.772,4096.76
British Airways,DXB,SIN,5900,9,Wed,13,1.51,False,0,0,257,350,0.735,2974.5
Emirates,DXB,SIN,5900,4,Fri,16,6.89,False,0,0,265,350,0.759,3026.08
Emirates,DXB,BKK,4900,3,Mon,4,9.79,False,0,0,136,350,0.39,2108.79
Etihad,DXB,NRT,7900,5,Sat,7,5.0,False,0,0,247,350,0.707,3241.22
Qatar Airways,DXB,SIN,5900,2,Mon,0,4.94,False,0,0,204,350,0.583,2648.2
Emirates,DXB,LHR,5500,4,Wed,1,5.51,False,0,0,301,350,0.86,3171.17
Emirates,DXB,BOM,1900,11,Tue,15,5.71,False,0,0,266,350,0.762,2354.86
Emirates,DXB,SIN,5900,11,Sat,8,10.0,False,0,0,196,350,0.56,2599.72
Emirates,DXB,NRT,7900,5,Tue,12,6.17,False,0,0,167,350,0.479,2696.43
Qatar Airways,DXB,BOM,1900,12,Mon,14,4.47,True,0,0,350,350,1.0,2752.2
Turkish Airlines,DXB,JNB,6400,9,Thu,7,8.29,False,0,0,250,350,0.715,3014.39
Emirates,DXB,BKK,4900,10,Thu,7,6.62,False,0,0,216,350,0.62,2574.92
Turkish Airlines,DXB,FRA,4800,10,Thu,7,6.83,False,1,49,228,350,0.652,2624.32
Etihad,DXB,SYD,12000,4,Fri,6,4.8,False,0,0,261,350,0.748,4027.67
Etihad,DXB,SIN,5900,7,Sat,10,5.98,True,1,15,286,350,0.819,3156.33
Qatar Airways,DXB,BOM,1900,6,Fri,16,6.09,True,1,48,314,350,0.9,2584.8
Emirates,DXB,LHR,5500,10,Fri,4,6.31,False,0,0,166,350,0.476,2364.71
Emirates,DXB,JNB,6400,4,Wed,2,4.19,False,0,0,208,350,0.597,2753.28
British Airways,DXB,BKK,4900,6,Mon,19,5.13,True,0,0,219,350,0.626,2587.96
British Airways,DXB,CDG,5200,3,Mon,18,7.7,False,0,0,270,350,0.774,2939.57
Turkish Airlines,DXB,SYD,12000,11,Tue,8,5.91,False,0,0,246,350,0.703,3897.03
Emirates,DXB,FRA,4800,7,Mon,7,2.64,True,1,84,330,350,0.944,3213.49
Emirates,DXB,LHR,5500,3,Tue,17,3.89,False,1,85,207,350,0.593,2610.12
Emirates,DXB,BKK,4900,7,Sun,0,3.19,True,1,32,333,350,0.952,3249.39
Qatar Airways,DXB,LHR,5500,2,Tue,15,5.79,False,0,0,237,350,0.679,2790.49
Etihad,DXB,JNB,6400,3,Wed,8,3.64,False,1,50,227,350,0.65,2869.86
Etihad,DXB,BKK,4900,3,Tue,15,8.42,False,1,17,205,350,0.587,2509.14
Qatar Airways,DXB,BOM,1900,12,Mon,1,4.38,True,1,389,252,350,0.72,2285.27
British Airways,DXB,BKK,4900,12,Tue,3,3.77,True,0,0,238,350,0.682,2701.8
Etihad,DXB,FRA,4800,5,Mon,1,5.97,False,0,0,210,350,0.601,2522.77
Emirates,DXB,NRT,7900,3,Thu,22,9.5,False,0,0,298,350,0.853,3588.07
Etihad,DXB,LHR,5500,12,Thu,7,4.74,True,0,0,305,350,0.874,3200.58
Emirates,DXB,SIN,5900,1,Thu,17,5.23,True,0,0,264,350,0.756,3019.51
Emirates,DXB,LHR,5500,2,Tue,0,3.92,False,0,0,265,350,0.759,2958.72
Etihad,DXB,FRA,4800,3,Mon,8,8.06,False,0,0,308,350,0.88,3085.45
British Airways,DXB,SYD,12000,1,Thu,22,4.47,True,0,0,313,350,0.895,4448.26
Emirates,DXB,CDG,5200,11,Sat,19,9.17,False,0,0,233,350,0.667,2717.75
Etihad,DXB,NRT,7900,4,Mon,3,9.5,False,0,0,293,350,0.839,3555.03
British Airways,DXB,SIN,5900,10,Wed,17,5.94,False,0,0,179,350,0.512,2496.18
Emirates,DXB,BOM,1900,3,Wed,0,5.77,False,0,0,205,350,0.586,2062.06
Etihad,DXB,BKK,4900,1,Sat,8,5.19,True,0,0,350,350,1.0,3346.2
Etihad,DXB,BKK,4900,4,Fri,22,8.59,False,0,0,270,350,0.774,2888.36
Emirates,DXB,BOM,1900,6,Wed,3,5.44,True,0,0,305,350,0.874,2541.44
Emirates,DXB,BOM,1900,12,Wed,17,4.29,True,0,0,310,350,0.887,2564.19
Qatar Airways,DXB,BOM,1900,5,Mon,8,5.79,False,0,0,242,350,0.692,2238.4
British Airways,DXB,LHR,5500,4,Mon,0,7.27,False,0,0,239,350,0.685,2804.18
Emirates,DXB,CDG,5200,5,Mon,12,3.8,False,1,34,267,350,0.763,2917.03
Qatar Airways,DXB,FRA,4800,8,Thu,10,4.81,False,0,0,287,350,0.821,2964.73
Emirates,DXB,SIN,5900,4,Sat,2,6.23,False,1,16,253,350,0.724,2951.01
Emirates,DXB,JNB,6400,2,Sun,22,5.99,False,0,0,313,350,0.895,3412.11
Emirates,DXB,CDG,5200,5,Fri,4,5.69,False,0,0,264,350,0.754,2898.46
Turkish Airlines,DXB,BOM,1900,1,Mon,12,7.9,True,0,0,298,350,0.854,2508.13
Turkish Airlines,DXB,LHR,5500,8,Wed,2,6.7,False,0,0,197,350,0.564,2548.99
Singapore Airlines,DXB,JNB,6400,3,Mon,18,8.88,False,0,0,239,350,0.685,2948.63
Singapore Airlines,DXB,JNB,6400,7,Mon,19,4.64,True,0,0,238,350,0.682,2942.1
Emirates,DXB,JNB,6400,4,Sat,13,5.73,False,0,0,228,350,0.652,2874.75
Emirates,DXB,LHR,5500,12,Sun,21,9.11,True,0,0,293,350,0.839,3126.86
Emirates,DXB,JNB,6400,2,Wed,22,3.91,False,0,0,269,350,0.771,3137.94
Emirates,DXB,JFK,11000,8,Tue,9,4.88,False,1,52,171,350,0.489,3144.08
Singapore Airlines,DXB,CDG,5200,1,Mon,13,8.4,True,0,0,350,350,1.0,3405.6
Turkish Airlines,DXB,LHR,5500,2,Tue,13,6.62,False,1,19,239,350,0.684,2800.9
Emirates,DXB,LHR,5500,2,Tue,4,6.52,False,1,164,140,350,0.401,2206.71
Singapore Airlines,DXB,JNB,6400,10,Mon,13,8.56,False,0,0,185,350,0.53,2606.46
Etihad,DXB,JFK,11000,8,Mon,19,4.76,False,1,19,190,350,0.544,3294.4
Etihad,DXB,CDG,5200,10,Fri,3,6.47,False,0,0,317,350,0.908,3216.12
Turkish Airlines,DXB,CDG,5200,1,Mon,11,3.54,True,1,50,350,350,1.0,3405.6
Turkish Airlines,DXB,SYD,12000,3,Thu,17,8.77,False,0,0,146,350,0.419,3079.57
Singapore Airlines,DXB,JFK,11000,12,Tue,15,4.88,True,0,0,233,350,0.668,3636.54
Singapore Airlines,DXB,SIN,5900,12,Mon,1,7.62,True,0,0,293,350,0.84,3200.43
Turkish Airlines,DXB,CDG,5200,12,Sat,19,4.97,True,0,0,350,350,1.0,3405.6
Singapore Airlines,DXB,LHR,5500,12,Sun,10,6.5,True,0,0,302,350,0.865,3180.66
Singapore Airlines,DXB,BKK,4900,11,Thu,16,7.24,False,0,0,178,350,0.511,2355.24
Emirates,DXB,NRT,7900,5,Mon,0,5.74,False,0,0,162,350,0.464,2661.13
Emirates,DXB,LHR,5500,5,Tue,15,6.99,False,0,0,288,350,0.823,3093.63
Turkish Airlines,DXB,BOM,1900,7,Sat,0,4.86,True,0,0,350,350,1.0,2752.2
Etihad,DXB,JNB,6400,10,Sun,17,7.29,False,0,0,238,350,0.682,2940.53
Emirates,DXB,NRT,7900,6,Sun,1,7.46,True,0,0,296,350,0.847,3575.42
Etihad,DXB,SYD,12000,11,Mon,15,5.27,False,1,78,203,350,0.582,3548.46
Qatar Airways,DXB,BKK,4900,9,Mon,16,2.03,False,0,0,211,350,0.605,2546.09
Turkish Airlines,DXB,NRT,7900,2,Thu,2,4.77,False,0,0,188,350,0.538,2837.33
Qatar Airways,DXB,NRT,7900,5,Fri,4,3.95,False,0,0,205,350,0.588,2955.96
Singapore Airlines,DXB,JNB,6400,5,Thu,19,6.14,False,0,0,246,350,0.704,2990.28
Qatar Airways,DXB,JFK,11000,7,Sun,8,6.91,True,1,61,310,350,0.888,4245.46
Etihad,DXB,BOM,1900,7,Mon,0,4.68,True,0,0,233,350,0.667,2197.3
Qatar Airways,DXB,NRT,7900,9,Fri,7,5.52,False,0,0,227,350,0.649,3101.89
Turkish Airlines,DXB,SYD,12000,6,Sun,22,4.92,True,0,0,278,350,0.796,4163.15
Emirates,DXB,JFK,11000,10,Fri,14,7.37,False,0,0,214,350,0.612,3482.75
Emirates,DXB,NRT,7900,10,Tue,3,5.43,False,0,0,243,350,0.696,3213.45
British Airways,DXB,JFK,11000,3,Fri,19,5.64,False,0,0,213,350,0.611,3481.24
Etihad,DXB,BKK,4900,4,Wed,14,7.13,False,0,0,190,350,0.544,2420.88
Etihad,DXB,CDG,5200,2,Sat,16,4.31,False,0,0,263,350,0.754,2896.94
Turkish Airlines,DXB,JNB,6400,4,Fri,23,5.21,False,0,0,250,350,0.717,3018.48
Qatar Airways,DXB,FRA,4800,3,Thu,17,8.3,False,0,0,189,350,0.542,2402.12
Emirates,DXB,SYD,12000,12,Sat,13,3.81,True,0,0,332,350,0.951,4609.92
Qatar Airways,DXB,SYD,12000,10,Mon,19,6.6,False,0,0,140,350,0.402,3031.09
Emirates,DXB,SYD,12000,8,Thu,6,5.82,False,0,0,246,350,0.704,3899.81
Emirates,DXB,BKK,4900,2,Fri,0,2.68,False,0,0,290,350,0.831,3004.11
Emirates,DXB,BKK,4900,7,Thu,4,6.07,True,0,0,232,350,0.665,2666.44
Emirates,DXB,SYD,12000,9,Sun,3,5.72,False,0,0,194,350,0.554,3468.67
Emirates,DXB,SIN,5900,10,Fri,18,7.26,False,0,0,249,350,0.712,2925.93
Singapore Airlines,DXB,SIN,5900,3,Tue,8,4.11,False,0,0,195,350,0.559,2595.95
Qatar Airways,DXB,NRT,7900,10,Sat,19,8.21,False,1,27,284,350,0.813,3493.13
Emirates,DXB,JFK,11000,2,Sat,9,7.05,False,0,0,256,350,0.733,3818.29
Turkish Airlines,DXB,FRA,4800,9,Tue,8,6.26,False,0,0,305,350,0.873,3070.7
Etihad,DXB,SIN,5900,7,Sun,15,7.1,True,0,0,327,350,0.935,3404.44
Singapore Airlines,DXB,LHR,5500,11,Mon,11,8.2,False,0,0,211,350,0.605,2635.74
Etihad,DXB,FRA,4800,11,Tue,5,9.7,False,0,0,230,350,0.658,2636.45
Emirates,DXB,JFK,11000,9,Tue,0,8.28,False,1,35,191,350,0.548,3307.84
Singapore Airlines,DXB,NRT,7900,7,Sat,18,4.53,True,0,0,296,350,0.846,3573.44
British Airways,DXB,BOM,1900,12,Fri,20,1.91,True,1,130,302,350,0.864,2525.61
Qatar Airways,DXB,BOM,1900,2,Tue,19,5.2,False,0,0,214,350,0.612,2104.7
Emirates,DXB,SYD,12000,3,Mon,22,7.3,False,0,0,210,350,0.602,3606.3
Qatar Airways,DXB,FRA,4800,8,Mon,20,5.77,False,0,0,282,350,0.808,2939.61
Emirates,DXB,FRA,4800,7,Wed,1,7.11,True,0,0,278,350,0.795,2913.99
Turkish Airlines,DXB,CDG,5200,12,Mon,8,4.77,True,0,0,350,350,1.0,3405.6
Etihad,DXB,SIN,5900,9,Mon,22,4.87,False,0,0,200,350,0.572,2625.54
Singapore Airlines,DXB,BOM,1900,9,Tue,19,4.23,False,0,0,230,350,0.658,2181.17
Etihad,DXB,SYD,12000,8,Tue,8,3.04,False,0,0,267,350,0.763,4070.51
Etihad,DXB,BKK,4900,1,Thu,1,7.46,True,0,0,268,350,0.766,2871.2
Qatar Airways,DXB,LHR,5500,1,Tue,9,3.5,True,0,0,319,350,0.912,3281.1
Turkish Airlines,DXB,JFK,11000,9,Thu,0,3.95,False,1,90,304,350,0.869,4191.91
Singapore Airlines,DXB,BOM,1900,6,Fri,13,6.31,True,1,83,317,350,0.906,2596.04
Emirates,DXB,SIN,5900,3,Sun,3,9.98,False,0,0,276,350,0.789,3090.35
Turkish Airlines,DXB,JFK,11000,2,Thu,22,1.47,False,0,0,171,350,0.49,3146.63
Qatar Airways,DXB,BKK,4900,10,Mon,5,7.72,False,0,0,237,350,0.678,2693.14
Etihad,DXB,JFK,11000,3,Thu,6,7.67,False,1,17,230,350,0.659,3613.11
Singapore Airlines,DXB,CDG,5200,1,Thu,23,8.17,True,0,0,321,350,0.918,3236.53
Emirates,DXB,BKK,4900,9,Tue,2,3.31,False,0,0,240,350,0.688,2712.89
Emirates,DXB,CDG,5200,8,Tue,23,3.8,False,0,0,194,350,0.556,2490.15
Etihad,DXB,JNB,6400,7,Fri,23,5.21,True,0,0,323,350,0.924,3475.97
Turkish Airlines,DXB,SIN,5900,1,Mon,15,7.04,True,0,0,254,350,0.728,2960.17
British Airways,DXB,JFK,11000,3,Thu,23,7.28,False,1,22,261,350,0.748,3859.3
Emirates,DXB,NRT,7900,6,Mon,10,3.48,True,0,0,343,350,0.981,3895.54
Emirates,DXB,SIN,5900,8,Sun,3,6.26,False,0,0,215,350,0.616,2720.22
Emirates,DXB,BKK,4900,6,Thu,21,3.26,True,0,0,305,350,0.873,3088.02
British Airways,DXB,FRA,4800,10,Wed,8,7.51,False,1,51,255,350,0.73,2781.7
Emirates,DXB,BOM,1900,6,Sat,21,4.57,True,0,0,238,350,0.68,2219.25
Etihad,DXB,JNB,6400,8,Sun,16,4.65,False,0,0,223,350,0.639,2846.53
Turkish Airlines,DXB,FRA,4800,9,Fri,16,5.88,False,0,0,245,350,0.7,2722.48
Qatar Airways,DXB,SIN,5900,8,Sun,6,6.61,False,1,76,255,350,0.731,2966.99
Qatar Airways,DXB,BKK,4900,1,Tue,19,6.2,True,0,0,350,350,1.0,3346.2
Etihad,DXB,NRT,7900,2,Tue,3,5.35,False,0,0,232,350,0.664,3138.65
Etihad,DXB,FRA,4800,6,Tue,0,4.53,True,0,0,323,350,0.925,3174.38
British Airways,DXB,CDG,5200,7,Sat,8,6.14,True,0,0,350,350,1.0,3405.6
Etihad,DXB,NRT,7900,8,Mon,12,5.41,False,0,0,194,350,0.554,2876.2
Emirates,DXB,FRA,4800,3,Mon,22,8.81,False,0,0,251,350,0.719,2760.79
Emirates,DXB,NRT,7900,5,Wed,5,3.61,False,0,0,235,350,0.674,3162.35
Singapore Airlines,DXB,CDG,5200,3,Tue,21,6.5,False,0,0,222,350,0.636,2654.76
Emirates,DXB,SYD,12000,2,Wed,4,3.96,False,0,0,156,350,0.448,3162.61
Emirates,DXB,CDG,5200,3,Mon,20,4.58,False,1,43,292,350,0.836,3067.2
Qatar Airways,DXB,BOM,1900,2,Tue,5,1.59,False,0,0,228,350,0.654,2175.0
